1  0.000
2  0.015
3  0.025
4  0.044
5  0.050
6  0.200
7  0.400
8  0.500
9  0.600
10 0.800
11 1.000
12 1.250
13 1.500
14 2.000
15 2.500
16 3.000
17 4.000
18 5.000
