1 0.010 
2 0.030 
3 0.050 
4 0.100 
5 0.200 
6 0.300 
7 0.400 
8 0.500 
9 0.600 
10 0.800 
11 1.000 
12 1.250 
13 1.500 
14 2.000 
15 2.500 
16 3.000 
17 3.900 
